0,1,2,3,4,5,6,filename
0,7,0,3,0,0,0,2.txt
0,0,0,3,3,5,5,5.txt
0,11,3,0,0,0,0,9.txt
0,7,0,3,3,5,5,12.txt
0,7,0,0,0,0,0,14.txt
0,7,0,3,5,5,0,16.txt
0,7,0,3,0,5,0,17.txt
0,7,0,3,0,0,0,21.txt
0,7,0,3,5,5,0,23.txt
0,7,0,3,3,5,4,24.txt
0,7,0,0,0,0,0,26.txt
0,7,0,0,16,0,0,28.txt
0,7,0,3,0,0,0,30.txt
0,7,0,3,0,5,4,32.txt
0,7,0,3,5,10,0,34.txt
0,7,0,3,3,5,0,36.txt
0,7,0,0,0,0,0,40.txt
7,7,0,3,0,0,9,41.txt
0,7,0,0,5,0,0,49.txt
0,7,0,3,12,5,0,53.txt
0,7,0,0,0,8,0,55.txt
0,7,0,0,5,0,0,57.txt
0,7,0,0,0,0,0,60.txt
0,7,0,3,0,0,0,61.txt
0,7,0,0,5,5,0,63.txt
0,7,0,3,0,10,0,65.txt
0,7,0,3,3,10,0,68.txt
0,7,0,0,3,0,0,71.txt
0,7,0,3,5,5,24,72.txt
0,7,0,0,0,5,0,76.txt
0,7,0,19,0,0,0,78.txt
0,7,0,3,14,0,0,81.txt
0,7,0,0,0,0,0,84.txt
0,7,0,0,0,0,4,86.txt
0,7,3,25,0,0,0,89.txt
0,7,0,0,0,0,0,90.txt
0,7,0,0,0,5,0,92.txt
0,7,0,3,0,0,0,95.txt
0,7,0,3,3,0,4,97.txt
0,7,0,3,0,5,0,98.txt
0,7,0,3,0,5,0,100.txt
0,7,0,0,0,5,0,102.txt
0,7,0,3,0,0,0,105.txt
0,7,0,0,0,0,0,108.txt
0,7,0,3,0,5,4,110.txt
0,7,0,0,5,5,0,112.txt
0,7,0,3,0,0,5,114.txt
0,7,0,3,5,8,5,116.txt
0,7,0,0,0,0,0,118.txt
0,7,0,19,5,0,25,121.txt
0,7,0,19,3,10,0,123.txt
0,7,0,3,0,0,4,124.txt
0,7,0,0,5,5,0,126.txt
0,7,0,19,0,0,0,128.txt
0,7,0,0,0,0,4,130.txt
0,7,0,3,3,5,4,132.txt
0,7,0,0,14,0,0,135.txt
0,7,0,0,0,5,0,137.txt
0,7,0,3,0,0,0,141.txt
0,7,0,3,0,0,0,144.txt
0,7,0,3,14,5,0,145.txt
0,7,0,0,5,5,0,147.txt
0,7,0,3,0,0,0,149.txt
0,7,0,3,0,0,0,151.txt
0,7,0,3,0,0,4,154.txt
0,7,0,0,0,5,0,156.txt
0,7,0,3,0,0,0,158.txt
0,7,0,3,0,5,0,160.txt
0,7,0,3,0,0,0,161.txt
0,7,0,3,0,0,0,163.txt
0,7,0,0,0,0,0,165.txt
0,7,0,0,0,0,0,167.txt
0,7,0,0,0,0,0,169.txt
0,7,0,0,0,0,0,171.txt
0,7,0,3,0,0,0,173.txt
11,7,0,3,0,0,4,175.txt
0,7,0,3,0,0,4,177.txt
0,7,0,0,0,0,0,179.txt
0,7,0,0,5,0,4,182.txt
0,7,0,0,0,0,0,184.txt
0,7,0,0,0,0,0,188.txt
0,7,0,3,0,0,0,189.txt
0,7,0,3,16,0,5,191.txt
7,7,0,19,3,10,0,194.txt
0,7,0,0,5,0,0,197.txt
0,7,0,3,5,5,0,199.txt
0,7,0,0,5,0,0,203.txt
0,7,0,0,3,5,0,204.txt
0,7,0,3,0,10,0,209.txt
0,7,0,3,0,0,0,210.txt
0,7,0,0,0,0,0,212.txt
0,7,0,3,0,0,0,214.txt
11,7,0,3,3,14,4,217.txt
11,7,0,3,0,5,4,219.txt
0,7,0,0,0,0,0,220.txt
0,7,0,3,0,0,5,222.txt
0,7,0,0,0,0,0,225.txt
0,7,0,0,5,0,0,227.txt
0,7,0,3,0,0,0,229.txt
0,7,0,3,16,5,0,231.txt
0,7,0,19,0,5,0,236.txt
0,7,0,3,5,0,0,241.txt
0,7,0,0,5,5,0,242.txt
0,7,0,3,0,0,0,245.txt
0,7,0,3,0,0,5,247.txt
0,7,0,3,0,5,4,249.txt
11,7,0,3,5,0,4,250.txt
0,7,0,3,5,0,0,252.txt
0,7,0,3,0,0,4,256.txt
0,7,0,3,0,0,0,258.txt
0,7,0,0,0,0,0,260.txt
0,7,0,3,0,0,0,261.txt
0,7,0,0,0,5,0,264.txt
0,7,0,0,0,0,0,269.txt
0,7,0,0,5,0,0,272.txt
0,7,0,0,0,0,0,274.txt
0,11,3,20,0,0,0,276.txt
0,7,0,3,0,5,0,280.txt
0,7,0,0,5,0,0,282.txt
0,7,0,3,0,0,4,283.txt
0,7,0,3,0,5,5,284.txt
0,7,0,3,0,0,0,286.txt
0,7,0,3,0,0,0,288.txt
0,7,0,3,0,0,0,290.txt
0,7,0,3,5,5,4,293.txt
0,7,0,3,0,0,0,295.txt
0,7,0,3,3,10,19,297.txt
0,7,0,3,5,0,0,300.txt
0,7,0,0,0,0,0,303.txt
0,7,0,0,0,0,0,305.txt
0,7,0,3,0,0,6,307.txt
0,7,0,3,0,5,0,311.txt
0,7,0,3,0,0,0,313.txt
0,7,0,3,3,5,5,318.txt
0,7,0,0,5,5,0,320.txt
0,7,0,4,0,12,0,322.txt
0,7,0,4,0,12,0,323.txt
0,7,0,19,10,0,4,324.txt
0,7,0,3,5,0,4,326.txt
0,7,3,20,5,0,0,328.txt
11,7,0,0,5,0,4,329.txt
0,7,0,0,5,5,0,333.txt
0,7,0,3,0,5,0,335.txt
0,7,0,3,0,0,4,337.txt
0,7,0,3,5,0,4,341.txt
0,7,0,3,0,0,5,342.txt
0,7,0,0,22,5,0,344.txt
0,7,0,0,14,0,0,347.txt
0,7,0,3,0,5,0,349.txt
0,7,3,20,0,0,0,352.txt
0,7,0,0,0,0,0,354.txt
0,7,0,3,0,5,0,358.txt
0,7,0,0,5,0,0,360.txt
0,7,0,3,0,0,0,362.txt
0,7,0,3,5,0,0,364.txt
0,7,0,3,0,0,0,365.txt
0,7,0,3,0,0,4,368.txt
0,7,0,0,0,0,0,369.txt
0,7,0,0,13,0,0,371.txt
11,7,0,3,5,0,4,375.txt
0,7,0,3,0,0,0,377.txt
0,7,0,0,0,0,0,380.txt
0,7,0,3,3,10,0,382.txt
0,7,0,19,0,0,4,385.txt
0,7,0,4,5,10,3,386.txt
7,7,0,3,3,0,0,387.txt
0,7,0,3,0,0,0,391.txt
0,7,0,3,5,5,5,394.txt
0,7,0,3,0,0,5,395.txt
0,7,0,3,0,0,4,397.txt
0,7,0,3,0,0,4,400.txt
4,4,0,3,0,2,5,402.txt
0,7,0,3,5,0,0,405.txt
0,7,0,3,5,5,4,407.txt
0,7,0,3,0,0,5,411.txt
0,7,0,0,5,0,0,413.txt
0,7,0,3,0,0,0,416.txt
0,7,0,3,3,0,0,417.txt
0,7,0,3,3,5,0,419.txt
0,7,0,3,5,5,4,421.txt
0,7,0,0,0,0,4,423.txt
0,7,0,3,0,0,0,425.txt
0,7,0,0,5,5,0,427.txt
0,7,0,0,8,5,0,430.txt
0,7,0,0,0,0,0,434.txt
0,7,0,3,0,5,4,436.txt
0,7,0,3,0,5,4,439.txt
0,7,0,3,20,5,4,444.txt
0,7,0,3,0,0,5,447.txt
11,7,0,3,16,5,4,449.txt
0,7,0,0,3,0,0,452.txt
0,7,0,3,0,0,0,454.txt
0,7,0,3,0,0,5,456.txt
0,7,0,0,14,0,0,458.txt
0,7,0,0,0,0,0,460.txt
0,7,0,3,3,0,0,463.txt
0,7,0,3,5,0,0,465.txt
0,7,0,3,0,0,0,469.txt
11,7,0,3,5,0,4,472.txt
0,7,0,19,0,0,0,473.txt
0,7,0,3,0,0,4,475.txt
0,7,0,6,0,0,0,477.txt
0,7,0,0,0,0,0,479.txt
0,7,0,0,0,0,0,481.txt
0,7,0,6,14,0,0,485.txt
0,7,0,0,0,0,0,487.txt
0,7,0,3,0,5,0,488.txt
0,7,0,0,0,0,0,491.txt
0,7,0,19,10,0,0,492.txt
0,7,0,3,5,0,0,494.txt
0,7,3,20,0,0,5,496.txt
0,7,0,0,5,5,0,498.txt
0,7,0,3,6,0,0,500.txt
0,7,3,20,0,0,9,502.txt
0,7,0,0,0,10,0,503.txt
0,7,0,3,0,0,0,505.txt
0,7,0,0,0,0,0,507.txt
0,7,0,3,0,5,5,510.txt
0,7,0,3,0,0,4,513.txt
0,7,0,0,10,5,0,516.txt
0,7,0,3,0,0,5,518.txt
0,0,0,3,3,0,5,521.txt
0,7,0,3,5,0,0,524.txt
0,26,3,0,0,0,0,527.txt
0,7,0,0,22,0,0,529.txt
0,7,0,3,8,0,0,530.txt
0,7,0,19,0,0,0,532.txt
0,7,0,3,0,5,0,534.txt
0,7,0,0,0,0,0,536.txt
0,7,0,0,0,5,0,538.txt
0,7,0,0,0,0,0,541.txt
0,7,0,0,0,5,0,543.txt
0,7,0,3,0,0,0,545.txt
0,7,0,3,0,18,4,549.txt
0,7,0,3,0,0,0,551.txt
0,7,0,0,0,5,0,554.txt
0,7,3,20,0,0,0,557.txt
0,7,0,0,10,5,0,558.txt
0,7,0,3,5,5,0,561.txt
0,7,0,24,0,0,21,564.txt
0,7,0,3,0,0,4,566.txt
0,7,0,3,0,0,14,568.txt
0,7,0,3,0,5,0,572.txt
0,7,0,3,0,0,0,574.txt
0,7,0,0,0,0,4,576.txt
0,7,0,0,0,5,0,578.txt
0,7,0,0,0,0,0,580.txt
0,7,0,3,0,5,4,582.txt
0,7,0,0,0,0,4,584.txt
0,7,0,3,0,0,4,586.txt
