0,1,filename
24,30,2.txt
13,30,5.txt
22,30,9.txt
24,30,12.txt
24,30,14.txt
24,30,16.txt
24,30,17.txt
24,30,21.txt
24,30,23.txt
24,30,24.txt
24,18,26.txt
24,30,28.txt
24,18,30.txt
12,30,32.txt
24,30,34.txt
24,30,36.txt
24,30,40.txt
20,21,41.txt
24,30,49.txt
24,30,53.txt
24,30,55.txt
24,30,57.txt
24,30,60.txt
22,30,61.txt
24,30,63.txt
24,30,65.txt
12,29,68.txt
22,30,71.txt
24,30,72.txt
24,30,76.txt
24,30,78.txt
24,30,81.txt
24,18,84.txt
24,30,86.txt
24,30,89.txt
24,30,90.txt
24,30,92.txt
24,30,95.txt
24,30,97.txt
24,30,98.txt
24,30,100.txt
24,30,102.txt
24,30,105.txt
24,30,108.txt
24,30,110.txt
24,30,112.txt
24,30,114.txt
24,30,116.txt
24,30,118.txt
24,30,121.txt
24,30,123.txt
24,30,124.txt
24,30,126.txt
24,30,128.txt
24,30,130.txt
24,30,132.txt
24,30,135.txt
24,5,137.txt
24,30,141.txt
16,18,144.txt
24,30,145.txt
24,30,147.txt
24,30,149.txt
24,30,151.txt
24,30,154.txt
24,30,156.txt
24,30,158.txt
24,30,160.txt
24,30,161.txt
24,18,163.txt
24,30,165.txt
24,30,167.txt
24,30,169.txt
24,30,171.txt
24,30,173.txt
24,30,175.txt
24,30,177.txt
24,30,179.txt
24,30,182.txt
24,30,184.txt
24,30,188.txt
24,30,189.txt
24,30,191.txt
12,15,194.txt
24,30,197.txt
24,30,199.txt
24,30,203.txt
24,30,204.txt
24,30,209.txt
24,30,210.txt
24,30,212.txt
24,30,214.txt
24,30,217.txt
24,30,219.txt
24,30,220.txt
24,30,222.txt
24,30,225.txt
24,30,227.txt
24,30,229.txt
24,30,231.txt
24,30,236.txt
24,30,241.txt
24,30,242.txt
24,30,245.txt
16,18,247.txt
24,30,249.txt
3,5,250.txt
24,30,252.txt
24,30,256.txt
16,18,258.txt
24,30,260.txt
16,18,261.txt
24,30,264.txt
16,18,269.txt
24,30,272.txt
24,30,274.txt
27,18,276.txt
24,18,280.txt
24,30,282.txt
24,30,283.txt
24,30,284.txt
24,30,286.txt
24,30,288.txt
24,30,290.txt
24,30,293.txt
16,18,295.txt
12,29,297.txt
24,30,300.txt
24,30,303.txt
16,18,305.txt
24,30,307.txt
24,30,311.txt
24,30,313.txt
24,30,318.txt
24,30,320.txt
12,29,322.txt
12,29,323.txt
24,30,324.txt
24,30,326.txt
24,30,328.txt
24,26,329.txt
24,30,333.txt
24,30,335.txt
24,30,337.txt
24,30,341.txt
26,23,342.txt
24,30,344.txt
24,30,347.txt
24,30,349.txt
24,30,352.txt
24,30,354.txt
24,30,358.txt
24,30,360.txt
24,30,362.txt
24,30,364.txt
24,30,365.txt
24,30,368.txt
22,30,369.txt
24,30,371.txt
12,29,375.txt
24,30,377.txt
24,30,380.txt
12,24,382.txt
24,30,385.txt
12,29,386.txt
20,30,387.txt
24,30,391.txt
24,30,394.txt
16,18,395.txt
24,30,397.txt
24,22,400.txt
24,30,402.txt
24,30,405.txt
24,30,407.txt
