0,1,2,3,4,filename
24,26,20,28,28,2.txt
20,26,17,25,20,5.txt
24,26,0,28,15,9.txt
30,26,11,28,8,12.txt
24,26,17,28,28,14.txt
24,26,30,27,21,16.txt
24,26,17,28,28,17.txt
24,26,17,28,28,21.txt
24,26,17,28,28,23.txt
24,26,17,28,28,24.txt
24,26,0,12,28,26.txt
24,26,11,28,8,28.txt
24,26,0,28,28,30.txt
19,26,17,14,28,32.txt
24,26,17,28,28,34.txt
24,26,17,28,28,36.txt
24,26,17,28,28,40.txt
24,26,17,28,15,41.txt
24,27,17,28,28,49.txt
24,26,17,28,28,53.txt
24,26,17,28,28,55.txt
24,26,0,28,28,57.txt
24,26,17,28,28,60.txt
24,26,0,28,15,61.txt
24,27,17,1,1,63.txt
24,26,0,12,28,65.txt
20,26,23,12,20,68.txt
24,26,17,28,23,71.txt
24,26,30,27,20,72.txt
24,27,17,28,14,76.txt
24,26,20,28,28,78.txt
24,26,17,28,28,81.txt
24,27,17,28,28,84.txt
24,26,17,28,28,86.txt
24,26,17,28,28,89.txt
24,26,17,28,28,90.txt
24,26,17,28,28,92.txt
24,26,0,28,28,95.txt
24,26,17,28,28,97.txt
24,26,20,28,28,98.txt
24,26,17,28,28,100.txt
24,26,17,28,28,102.txt
24,26,17,28,28,105.txt
24,27,17,28,28,108.txt
24,26,17,28,28,110.txt
24,26,17,28,28,112.txt
24,26,17,28,14,114.txt
24,26,0,28,28,116.txt
24,26,0,28,28,118.txt
24,26,17,21,20,121.txt
24,26,0,28,28,123.txt
24,26,0,28,28,124.txt
24,27,17,28,28,126.txt
24,26,17,28,28,128.txt
24,27,17,28,28,130.txt
24,26,17,28,28,132.txt
24,26,17,28,28,135.txt
24,27,20,28,14,137.txt
24,26,17,28,28,141.txt
24,26,0,28,28,144.txt
24,26,17,28,28,145.txt
24,27,17,28,28,147.txt
24,26,17,28,28,149.txt
24,26,17,28,28,151.txt
24,26,17,28,28,154.txt
24,27,17,28,28,156.txt
24,26,0,28,28,158.txt
24,26,17,28,28,160.txt
24,26,17,28,28,161.txt
24,26,0,28,28,163.txt
24,27,17,28,28,165.txt
24,26,0,28,28,167.txt
24,27,17,28,28,169.txt
24,26,17,28,28,171.txt
24,26,0,28,28,173.txt
24,26,17,28,28,175.txt
24,26,17,28,28,177.txt
24,26,17,28,28,179.txt
24,27,17,28,28,182.txt
24,26,17,28,28,184.txt
24,27,0,28,28,188.txt
24,26,17,28,28,189.txt
24,26,20,28,28,191.txt
4,26,28,25,3,194.txt
24,27,17,28,28,197.txt
24,26,17,28,28,199.txt
24,26,17,28,28,203.txt
24,26,17,28,28,204.txt
24,26,17,28,28,209.txt
24,26,0,28,28,210.txt
24,27,17,28,28,212.txt
24,26,17,28,28,214.txt
24,26,11,8,27,217.txt
24,26,17,27,21,219.txt
24,27,17,28,28,220.txt
24,26,17,28,28,222.txt
24,26,17,28,28,225.txt
24,26,17,28,28,227.txt
24,26,17,28,28,229.txt
24,26,17,28,28,231.txt
24,26,0,28,28,236.txt
24,26,17,28,28,241.txt
24,26,17,28,28,242.txt
24,26,17,28,28,245.txt
24,26,17,28,28,247.txt
24,26,17,28,28,249.txt
24,26,20,28,14,250.txt
24,26,17,28,28,252.txt
24,26,17,14,28,256.txt
24,26,17,28,28,258.txt
24,26,17,28,28,260.txt
24,26,0,28,15,261.txt
24,26,17,28,28,264.txt
24,27,17,28,28,269.txt
24,27,17,28,28,272.txt
24,27,17,28,28,274.txt
28,26,16,22,29,276.txt
24,26,20,28,28,280.txt
24,27,17,28,28,282.txt
24,26,17,28,28,283.txt
24,26,17,28,28,284.txt
24,26,0,28,28,286.txt
24,26,17,28,28,288.txt
24,26,0,28,28,290.txt
24,26,17,28,28,293.txt
24,26,0,28,28,295.txt
19,26,28,8,11,297.txt
24,26,0,28,28,300.txt
24,27,17,28,28,303.txt
24,26,0,28,28,305.txt
24,26,20,28,28,307.txt
24,26,0,28,28,311.txt
24,26,0,28,28,313.txt
24,26,17,28,28,318.txt
24,26,17,28,28,320.txt
19,26,19,25,29,322.txt
19,26,19,25,29,323.txt
24,26,17,28,28,324.txt
24,26,20,28,28,326.txt
24,26,0,28,28,328.txt
24,26,17,28,28,329.txt
24,26,17,28,28,333.txt
24,26,17,28,28,335.txt
24,26,17,28,28,337.txt
24,26,20,28,28,341.txt
24,26,0,28,14,342.txt
24,26,17,28,28,344.txt
24,27,17,28,28,347.txt
24,26,0,28,28,349.txt
24,26,0,28,28,352.txt
24,27,0,28,28,354.txt
24,26,17,28,28,358.txt
24,26,17,28,28,360.txt
24,26,0,28,28,362.txt
24,26,0,28,28,364.txt
24,26,17,28,28,365.txt
24,26,17,28,28,368.txt
24,26,17,28,23,369.txt
24,26,17,28,28,371.txt
19,26,28,25,20,375.txt
24,26,0,28,28,377.txt
24,26,17,28,28,380.txt
19,26,11,25,10,382.txt
24,26,17,28,28,385.txt
19,26,23,25,23,386.txt
24,26,17,28,28,387.txt
24,26,0,28,28,391.txt
24,26,17,28,28,394.txt
24,26,17,28,28,395.txt
24,26,17,28,28,397.txt
24,26,17,28,28,400.txt
24,26,17,28,28,402.txt
24,26,0,28,28,405.txt
24,26,17,28,28,407.txt
24,26,17,28,28,411.txt
